Churn,Contract,CustomerID,Dependents,DeviceProtection,Gender,InternetService,MonthlyCharges,MultipleLines,OnlineBackup,OnlineSecurity,PaperlessBilling,Partner,PaymentMethod,PhoneService,SeniorCitizen,StreamingMovies,StreamingTV,TechSupport,Tenure,TotalCharges
No,Month-to-month,3335,No,No,Male,Fiber optic,85.05,Yes,No,No,Yes,Yes,Credit card (automatic),Yes,1,No,Yes,No,16,1391.15
No,Month-to-month,3336,No,Yes,Male,DSL,55.8,No,No,Yes,Yes,No,Mailed check,Yes,0,No,No,No,5,274.35
Yes,Month-to-month,3337,No,No,Male,Fiber optic,70.4,No,No,No,Yes,Yes,Bank transfer (automatic),Yes,0,No,No,No,17,1214.05
Yes,One year,3338,No,Yes,Female,Fiber optic,104.75,Yes,Yes,No,Yes,No,Bank transfer (automatic),Yes,1,Yes,Yes,No,56,5510.65
No,Two year,3339,Yes,No internet service,Male,No,19.95,No,No internet service,No internet service,No,Yes,Bank transfer (automatic),Yes,0,No internet service,No internet service,No internet service,72,1322.85
Yes,Month-to-month,3340,No,No,Female,Fiber optic,94.25,Yes,No,No,Yes,No,Electronic check,Yes,1,Yes,Yes,No,21,1973.75
No,One year,3341,Yes,Yes,Female,DSL,45.0,No phone service,No,Yes,No,Yes,Credit card (automatic),No,0,Yes,No,No,48,2196.3
No,Two year,3342,No,Yes,Female,Fiber optic,114.9,Yes,Yes,Yes,No,Yes,Bank transfer (automatic),Yes,0,Yes,Yes,Yes,68,7843.55
No,Month-to-month,3343,No,No,Female,Fiber optic,106.4,Yes,No,Yes,No,No,Bank transfer (automatic),Yes,0,Yes,Yes,Yes,30,3211.9
No,Month-to-month,3344,No,No,Female,DSL,46.1,No,No,No,Yes,Yes,Mailed check,Yes,0,No,No,No,3,130.15
No,Two year,3345,No,Yes,Female,DSL,39.7,No phone service,No,Yes,No,No,Mailed check,No,1,No,No,Yes,14,692.35
No,Month-to-month,3346,Yes,No internet service,Female,No,20.05,No,No internet service,No internet service,Yes,No,Bank transfer (automatic),Yes,0,No internet service,No internet service,No internet service,4,85.5
No,Two year,3347,Yes,Yes,Female,Fiber optic,95.75,Yes,Yes,No,Yes,Yes,Credit card (automatic),Yes,0,Yes,No,No,71,6849.4
No,One year,3348,Yes,No internet service,Male,No,24.4,Yes,No internet service,No internet service,No,Yes,Mailed check,Yes,0,No internet service,No internet service,No internet service,8,203.95
No,Month-to-month,3349,Yes,Yes,Male,DSL,33.6,No phone service,No,Yes,No,Yes,Bank transfer (automatic),No,0,No,No,No,61,2117.2
No,Two year,3350,Yes,Yes,Male,Fiber optic,90.45,Yes,Yes,No,No,Yes,Bank transfer (automatic),Yes,0,No,No,Yes,72,6565.85
No,Month-to-month,3351,No,No,Female,Fiber optic,84.0,Yes,No,No,Yes,No,Electronic check,Yes,0,No,Yes,No,5,424.75
No,Two year,3352,No,Yes,Female,DSL,67.4,No,Yes,Yes,No,No,Bank transfer (automatic),Yes,0,No,No,Yes,49,3306.85
No,Month-to-month,3353,No,No internet service,Male,No,19.7,No,No internet service,No internet service,Yes,No,Bank transfer (automatic),Yes,0,No internet service,No internet service,No internet service,8,168.9
No,Month-to-month,3354,No,No,Male,Fiber optic,80.35,No,No,No,Yes,No,Electronic check,Yes,0,Yes,No,No,3,253.8
No,Two year,3355,Yes,No internet service,Male,No,19.6,No,No internet service,No internet service,No,Yes,Mailed check,Yes,0,No internet service,No internet service,No internet service,9,197.4
No,Two year,3356,Yes,No,Male,DSL,54.2,No,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,0,No,No,No,67,3838.2
No,Month-to-month,3357,No,No,Male,DSL,45.2,No,No,No,Yes,No,Credit card (automatic),Yes,0,No,No,No,46,2065.15
No,One year,3358,No,Yes,Female,DSL,75.1,Yes,Yes,Yes,No,Yes,Mailed check,Yes,0,Yes,No,No,67,5064.45
No,One year,3359,No,No internet service,Female,No,19.7,No,No internet service,No internet service,No,Yes,Electronic check,Yes,0,No internet service,No internet service,No internet service,55,1140.05
No,Month-to-month,3360,No,Yes,Male,DSL,72.75,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,0,No,Yes,No,33,2447.45
No,Two year,3361,Yes,No internet service,Male,No,20.05,No,No internet service,No internet service,No,Yes,Credit card (automatic),Yes,0,No internet service,No internet service,No internet service,62,1263.9
Yes,Month-to-month,3362,Yes,No,Female,DSL,45.95,No,No,No,No,No,Mailed check,Yes,0,No,No,No,1,45.95
No,Month-to-month,3363,Yes,No,Male,DSL,39.2,No phone service,No,Yes,Yes,Yes,Electronic check,No,0,Yes,No,No,49,1838.15
No,Month-to-month,3364,No,No,Male,DSL,44.75,No,No,No,Yes,No,Electronic check,Yes,0,No,No,No,1,44.75
No,Month-to-month,3365,No,Yes,Male,Fiber optic,82.65,Yes,Yes,No,Yes,Yes,Electronic check,Yes,0,No,No,No,14,1185
No,Month-to-month,3366,No,Yes,Male,Fiber optic,93.9,Yes,No,No,No,No,Bank transfer (automatic),Yes,1,No,Yes,Yes,18,1743.9
Yes,Month-to-month,3367,No,No,Female,Fiber optic,70.15,No,No,No,Yes,No,Electronic check,Yes,1,No,No,No,1,70.15
Yes,Month-to-month,3368,No,Yes,Female,Fiber optic,85.55,No,No,No,Yes,No,Credit card (automatic),Yes,0,No,Yes,No,1,85.55
No,Two year,3369,No,Yes,Female,Fiber optic,117.15,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,0,Yes,Yes,Yes,72,8529.5
No,Two year,3370,No,Yes,Male,Fiber optic,99.25,Yes,No,Yes,No,No,Credit card (automatic),Yes,0,Yes,No,Yes,64,6549.45
No,Two year,3371,No,Yes,Male,Fiber optic,112.55,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,Yes,Yes,69,7806.5
No,Month-to-month,3372,No,No internet service,Female,No,25.7,Yes,No internet service,No internet service,Yes,No,Electronic check,Yes,0,No internet service,No internet service,No internet service,1,25.7
No,Two year,3373,Yes,Yes,Male,DSL,90.3,Yes,Yes,Yes,No,Yes,Credit card (automatic),Yes,0,Yes,Yes,Yes,71,6287.3
No,One year,3374,Yes,No,Female,DSL,49.4,No,No,No,Yes,Yes,Credit card (automatic),Yes,0,No,No,Yes,66,3251.85
No,Month-to-month,3375,No,No internet service,Male,No,19.4,No,No internet service,No internet service,No,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,2,50.6
No,Two year,3376,No,Yes,Female,Fiber optic,109.7,No,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,1,Yes,Yes,Yes,71,7904.25
No,One year,3377,No,No,Male,DSL,61.25,No,Yes,No,Yes,No,Electronic check,Yes,0,No,Yes,No,11,729.95
No,Month-to-month,3378,Yes,No,Male,DSL,55.3,No,Yes,Yes,Yes,No,Electronic check,Yes,0,No,No,No,47,2654.05
Yes,Month-to-month,3379,No,No,Female,Fiber optic,70.3,No,No,No,Yes,Yes,Electronic check,Yes,0,No,No,No,35,2416.55
Yes,Month-to-month,3380,No,Yes,Male,Fiber optic,106.35,Yes,Yes,No,No,Yes,Bank transfer (automatic),Yes,1,Yes,Yes,No,32,3520.75
No,Month-to-month,3381,Yes,No,Male,Fiber optic,103.75,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,Yes,Yes,60,5969.95
No,One year,3382,No,No internet service,Male,No,19.5,No,No internet service,No internet service,No,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,11,226.8
No,One year,3383,No,No,Female,DSL,39.5,No phone service,Yes,Yes,No,No,Credit card (automatic),No,0,No,No,Yes,29,1082.75
No,Month-to-month,3384,Yes,No,Male,DSL,26.05,No phone service,No,No,Yes,Yes,Electronic check,No,0,No,No,No,21,565.75
No,Month-to-month,3385,No,Yes,Male,Fiber optic,91.05,Yes,No,No,Yes,Yes,Credit card (automatic),Yes,1,Yes,No,No,48,4370.75
No,Month-to-month,3386,Yes,No,Female,DSL,29.65,No phone service,Yes,No,No,No,Mailed check,No,0,No,No,No,3,90.05
No,Month-to-month,3387,Yes,No,Female,DSL,50.2,No,Yes,No,No,Yes,Mailed check,Yes,0,No,No,No,43,2169.4
No,Month-to-month,3388,No,Yes,Male,Fiber optic,105.3,Yes,Yes,No,No,No,Electronic check,Yes,0,Yes,Yes,No,5,550.6
No,Month-to-month,3389,No,No,Female,DSL,55.45,No,No,No,Yes,No,Electronic check,Yes,0,Yes,No,No,1,55.45
No,One year,3390,Yes,Yes,Male,DSL,85.45,Yes,No,Yes,No,Yes,Electronic check,Yes,0,Yes,Yes,Yes,71,6300.85
No,One year,3391,Yes,No internet service,Female,No,19.8,No,No internet service,No internet service,No,Yes,Electronic check,Yes,0,No internet service,No internet service,No internet service,8,160.05
No,Month-to-month,3392,No,No,Male,DSL,59.25,Yes,No,No,Yes,No,Electronic check,Yes,0,No,Yes,No,8,436.6
No,Month-to-month,3393,No,Yes,Male,Fiber optic,90.7,Yes,No,No,Yes,No,Credit card (automatic),Yes,0,No,Yes,No,20,1781.35
Yes,One year,3394,Yes,Yes,Female,Fiber optic,103.7,Yes,No,Yes,Yes,Yes,Mailed check,Yes,0,Yes,Yes,No,33,3467
No,One year,3395,No,No,Male,Fiber optic,79.05,Yes,Yes,No,Yes,No,Credit card (automatic),Yes,0,No,No,No,71,5552.5
No,One year,3396,No,Yes,Female,Fiber optic,90.7,Yes,No,No,Yes,Yes,Electronic check,Yes,1,No,Yes,No,31,2835.5
No,One year,3397,No,No,Female,Fiber optic,95.0,Yes,Yes,Yes,No,Yes,Credit card (automatic),Yes,1,Yes,No,No,38,3591.25
Yes,Month-to-month,3398,No,No,Male,Fiber optic,88.35,No,No,No,Yes,No,Electronic check,Yes,0,Yes,Yes,No,1,88.35
No,Month-to-month,3399,Yes,No,Female,DSL,30.25,No phone service,Yes,No,Yes,Yes,Mailed check,No,0,No,No,No,2,63.75
No,Month-to-month,3400,No,Yes,Female,DSL,49.85,No phone service,No,No,Yes,Yes,Bank transfer (automatic),No,0,Yes,Yes,No,12,617.15
No,Month-to-month,3401,Yes,Yes,Female,Fiber optic,93.0,No,No,Yes,No,No,Bank transfer (automatic),Yes,0,Yes,No,Yes,9,870.25
No,Month-to-month,3402,Yes,No,Male,DSL,54.55,No,Yes,No,Yes,No,Electronic check,Yes,1,No,No,Yes,11,601.25
No,Month-to-month,3403,Yes,No internet service,Male,No,19.7,No,No internet service,No internet service,No,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,6,111.65
No,One year,3404,No,Yes,Female,DSL,84.8,No,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,Yes,Yes,71,6046.1
No,One year,3405,Yes,No,Female,Fiber optic,94.45,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,0,No,Yes,No,42,3923.8
Yes,Month-to-month,3406,Yes,Yes,Female,Fiber optic,94.2,No,No,No,Yes,Yes,Electronic check,Yes,0,Yes,Yes,No,8,777.3
Yes,Month-to-month,3407,No,No,Female,Fiber optic,96.25,No,Yes,No,Yes,No,Electronic check,Yes,0,Yes,Yes,No,5,512.45
Yes,Month-to-month,3408,No,No,Female,Fiber optic,70.7,No,No,No,Yes,Yes,Electronic check,Yes,0,No,No,No,2,141.45
No,Two year,3409,Yes,No internet service,Female,No,20.85,No,No internet service,No internet service,No,Yes,Mailed check,Yes,0,No internet service,No internet service,No internet service,45,892.15
No,One year,3410,Yes,Yes,Male,DSL,60.0,No phone service,Yes,No,Yes,Yes,Credit card (automatic),No,0,Yes,Yes,Yes,28,1682.05
No,Month-to-month,3411,No,No,Female,Fiber optic,80.45,Yes,Yes,No,No,Yes,Electronic check,Yes,0,No,No,No,43,3398.9
No,Two year,3412,Yes,Yes,Male,DSL,84.95,Yes,No,Yes,Yes,No,Electronic check,Yes,0,Yes,Yes,Yes,60,4984.85
Yes,One year,3413,No,No,Female,DSL,33.55,No phone service,Yes,No,No,Yes,Mailed check,No,0,No,No,Yes,42,1445.3
No,Two year,3414,Yes,Yes,Male,DSL,49.65,No phone service,No,Yes,No,Yes,Credit card (automatic),No,0,Yes,No,Yes,7,305.55
No,One year,3415,No,No internet service,Female,No,20.2,No,No internet service,No internet service,Yes,Yes,Bank transfer (automatic),Yes,0,No internet service,No internet service,No internet service,25,507.9
Yes,Month-to-month,3416,Yes,No,Female,Fiber optic,94.55,Yes,No,No,Yes,Yes,Credit card (automatic),Yes,1,Yes,Yes,No,40,3640.45
No,One year,3417,No,Yes,Male,Fiber optic,100.5,Yes,No,No,Yes,No,Bank transfer (automatic),Yes,0,Yes,Yes,No,27,2673.45
No,Month-to-month,3418,No,No,Male,DSL,35.75,No phone service,Yes,No,No,No,Electronic check,No,0,No,No,Yes,10,389.8
No,Month-to-month,3419,No,Yes,Female,Fiber optic,86.45,Yes,Yes,No,Yes,No,Bank transfer (automatic),Yes,1,No,No,No,27,2401.05
No,One year,3420,No,Yes,Female,DSL,53.8,No,No,No,No,No,Bank transfer (automatic),Yes,0,No,No,Yes,11,651.55
No,Month-to-month,3421,Yes,No,Male,DSL,38.55,No phone service,No,Yes,No,Yes,Credit card (automatic),No,0,No,Yes,No,4,156.1
No,Month-to-month,3422,No,Yes,Male,DSL,39.9,No phone service,No,No,Yes,No,Bank transfer (automatic),No,0,Yes,No,No,68,2796.35
No,Month-to-month,3423,No,No,Male,Fiber optic,70.05,No,No,No,Yes,No,Electronic check,Yes,1,No,No,No,1,70.05
No,One year,3424,No,No internet service,Female,No,20.1,No,No internet service,No internet service,No,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,18,407.05
Yes,Two year,3425,No,Yes,Female,Fiber optic,112.95,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),Yes,0,Yes,Yes,No,57,6465
No,Month-to-month,3426,No,No internet service,Male,No,20.3,No,No internet service,No internet service,Yes,No,Electronic check,Yes,0,No internet service,No internet service,No internet service,26,511.25
No,Month-to-month,3427,No,Yes,Female,DSL,35.65,No phone service,Yes,No,Yes,Yes,Credit card (automatic),No,0,No,No,No,17,646.05
Yes,Month-to-month,3428,No,No,Male,DSL,35.9,No phone service,No,No,No,No,Electronic check,No,0,Yes,No,No,1,35.9
Yes,Month-to-month,3429,Yes,Yes,Male,Fiber optic,99.25,Yes,No,No,Yes,No,Bank transfer (automatic),Yes,0,Yes,Yes,No,38,3777.15
No,One year,3430,No,Yes,Male,Fiber optic,82.95,No,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,1,No,No,No,59,4903.15
No,Two year,3431,No,Yes,Male,DSL,55.65,No,No,Yes,Yes,No,Mailed check,Yes,0,No,No,No,30,1653.85
Yes,Month-to-month,3432,No,No,Male,DSL,24.45,No phone service,No,No,Yes,No,Mailed check,No,1,No,No,No,2,47.5
No,One year,3433,No,No internet service,Female,No,25.2,Yes,No internet service,No internet service,No,Yes,Electronic check,Yes,1,No internet service,No internet service,No internet service,50,1306.3
No,One year,3434,No,Yes,Male,DSL,50.8,No phone service,No,Yes,No,No,Mailed check,No,0,Yes,No,Yes,9,463.6
No,Month-to-month,3435,Yes,No internet service,Female,No,19.65,No,No internet service,No internet service,No,Yes,Mailed check,Yes,0,No internet service,No internet service,No internet service,3,60.65
No,Month-to-month,3436,Yes,Yes,Female,DSL,59.8,No,No,No,Yes,No,Credit card (automatic),Yes,0,No,Yes,No,14,824.85
No,Month-to-month,3437,No,No,Female,Fiber optic,73.55,No,No,Yes,Yes,No,Credit card (automatic),Yes,1,No,No,No,31,2094.65
No,Month-to-month,3438,No,Yes,Female,DSL,61.4,No,Yes,Yes,No,No,Electronic check,Yes,0,No,No,No,7,438.9
Yes,Month-to-month,3439,No,No,Female,Fiber optic,103.35,Yes,No,Yes,Yes,No,Bank transfer (automatic),Yes,0,Yes,Yes,Yes,8,847.3
No,One year,3440,Yes,No internet service,Male,No,19.9,No,No internet service,No internet service,No,Yes,Bank transfer (automatic),Yes,0,No internet service,No internet service,No internet service,17,329.75
No,Month-to-month,3441,Yes,No internet service,Male,No,19.45,No,No internet service,No internet service,Yes,Yes,Credit card (automatic),Yes,0,No internet service,No internet service,No internet service,32,674.55
No,Month-to-month,3442,No,No,Female,Fiber optic,81.5,No,No,No,No,No,Mailed check,Yes,1,No,Yes,No,2,162.55
Yes,Month-to-month,3443,No,No,Male,Fiber optic,84.8,Yes,No,No,Yes,No,Electronic check,Yes,1,No,Yes,No,7,546.95
No,Two year,3444,Yes,Yes,Female,Fiber optic,109.55,Yes,Yes,Yes,No,Yes,Credit card (automatic),Yes,0,Yes,Yes,No,72,7887.25
Yes,Month-to-month,3445,No,No,Female,Fiber optic,99.95,Yes,Yes,No,Yes,No,Electronic check,Yes,1,Yes,Yes,No,31,3186.65
No,Month-to-month,3446,Yes,No,Female,Fiber optic,74.4,No,No,Yes,No,Yes,Mailed check,Yes,0,No,No,No,27,1972.35
Yes,Month-to-month,3447,No,No,Female,Fiber optic,90.0,Yes,Yes,No,Yes,No,Credit card (automatic),Yes,0,No,Yes,No,18,1527.35
No,Month-to-month,3448,No,Yes,Male,Fiber optic,74.9,No,No,No,Yes,No,Electronic check,Yes,0,No,No,No,7,490.55
Yes,Month-to-month,3449,No,Yes,Female,Fiber optic,104.85,Yes,Yes,No,Yes,No,Electronic check,Yes,1,Yes,Yes,No,14,1531.4
No,Month-to-month,3450,Yes,Yes,Male,DSL,59.65,No,No,No,Yes,Yes,Bank transfer (automatic),Yes,0,No,Yes,No,11,683.25
No,Two year,3451,Yes,Yes,Female,Fiber optic,110.45,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,Yes,Yes,72,8058.85
Yes,One year,3452,Yes,No,Male,Fiber optic,106.1,Yes,Yes,Yes,No,Yes,Electronic check,Yes,0,Yes,Yes,No,28,2847.4
Yes,Month-to-month,3453,No,No,Male,Fiber optic,74.2,Yes,No,No,Yes,No,Credit card (automatic),Yes,1,No,No,No,15,1133.9
No,Month-to-month,3454,No,No,Female,Fiber optic,74.45,Yes,No,No,Yes,No,Electronic check,Yes,1,No,No,No,4,294.45
No,Two year,3455,No,No internet service,Female,No,24.55,Yes,No internet service,No internet service,No,No,Electronic check,Yes,0,No internet service,No internet service,No internet service,71,1719.15
Yes,Month-to-month,3456,No,No,Female,Fiber optic,89.35,No,Yes,No,Yes,No,Electronic check,Yes,0,Yes,No,Yes,5,461.7
No,Two year,3457,Yes,No internet service,Male,No,24.55,Yes,No internet service,No internet service,No,Yes,Mailed check,Yes,0,No internet service,No internet service,No internet service,47,1160.45
No,One year,3458,No,Yes,Male,Fiber optic,90.65,No,Yes,No,Yes,Yes,Electronic check,Yes,1,No,Yes,No,57,5199.8
No,Two year,3459,No,Yes,Male,Fiber optic,105.05,Yes,No,Yes,Yes,Yes,Credit card (automatic),Yes,1,Yes,Yes,No,50,5163.3
No,Month-to-month,3460,No,No internet service,Male,No,20.45,No,No internet service,No internet service,Yes,No,Credit card (automatic),Yes,0,No internet service,No internet service,No internet service,8,162.3
No,Two year,3461,Yes,No internet service,Female,No,19.55,No,No internet service,No internet service,No,Yes,Mailed check,Yes,0,No internet service,No internet service,No internet service,48,883.35
No,One year,3462,No,No internet service,Female,No,19.7,No,No internet service,No internet service,No,No,Bank transfer (automatic),Yes,0,No internet service,No internet service,No internet service,70,1341.5
No,Month-to-month,3463,Yes,No,Male,DSL,70.45,No,Yes,Yes,Yes,No,Bank transfer (automatic),Yes,0,Yes,No,Yes,1,70.45
No,Month-to-month,3464,No,No,Male,Fiber optic,85.65,Yes,No,No,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,No,No,8,659.45
Yes,Month-to-month,3465,No,No,Female,Fiber optic,77.15,Yes,No,No,Yes,No,Electronic check,Yes,0,No,No,No,1,77.15
Yes,Month-to-month,3466,No,No,Male,DSL,35.25,No phone service,No,No,Yes,No,Bank transfer (automatic),No,0,Yes,No,No,1,35.25
No,Two year,3467,Yes,No internet service,Male,No,20.55,No,No internet service,No internet service,No,Yes,Mailed check,Yes,0,No internet service,No internet service,No internet service,60,1205.05
No,One year,3468,Yes,No,Male,Fiber optic,97.95,Yes,No,No,Yes,Yes,Electronic check,Yes,0,Yes,Yes,Yes,49,4917.9
Yes,Month-to-month,3469,No,No,Male,DSL,48.55,No phone service,Yes,No,Yes,Yes,Electronic check,No,0,Yes,Yes,No,4,201
No,One year,3470,No,No internet service,Female,No,20.0,No,No internet service,No internet service,No,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,29,599.3
No,Two year,3471,No,No internet service,Female,No,25.25,Yes,No internet service,No internet service,Yes,Yes,Credit card (automatic),Yes,0,No internet service,No internet service,No internet service,67,1733.15
Yes,Month-to-month,3472,No,No,Female,Fiber optic,98.4,Yes,Yes,No,Yes,Yes,Credit card (automatic),Yes,0,Yes,Yes,No,53,5149.5
No,Two year,3473,No,Yes,Male,DSL,70.9,Yes,Yes,Yes,No,Yes,Credit card (automatic),Yes,0,No,No,Yes,67,4677.1
No,Month-to-month,3474,Yes,No internet service,Female,No,19.85,No,No internet service,No internet service,No,Yes,Mailed check,Yes,0,No internet service,No internet service,No internet service,6,119.3
No,Month-to-month,3475,No,Yes,Female,Fiber optic,106.35,Yes,Yes,No,Yes,No,Electronic check,Yes,0,Yes,Yes,No,47,4849.1
No,Two year,3476,No,Yes,Female,Fiber optic,99.5,No,Yes,Yes,No,No,Mailed check,Yes,0,Yes,No,Yes,53,5424.25
No,Two year,3477,No,Yes,Male,DSL,84.7,No,Yes,Yes,Yes,Yes,Mailed check,Yes,0,Yes,Yes,Yes,69,5878.9
No,Month-to-month,3478,No,No,Male,Fiber optic,86.05,No,No,Yes,Yes,No,Mailed check,Yes,0,Yes,No,No,3,244.85
No,Month-to-month,3479,No,No,Male,DSL,44.55,No,No,No,No,No,Mailed check,Yes,0,No,No,No,4,220.75
No,Two year,3480,Yes,No,Male,DSL,75.85,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,0,Yes,No,Yes,56,4261.2
Yes,Month-to-month,3481,No,No,Male,Fiber optic,93.85,Yes,No,No,Yes,Yes,Bank transfer (automatic),Yes,1,Yes,Yes,No,59,5574.75
No,Two year,3482,No,No internet service,Male,No,25.0,Yes,No internet service,No internet service,No,Yes,Bank transfer (automatic),Yes,1,No internet service,No internet service,No internet service,61,1501.75
No,Month-to-month,3483,No,No,Female,DSL,45.0,No,No,No,Yes,Yes,Electronic check,Yes,0,No,No,No,2,89.75
Yes,Month-to-month,3484,Yes,Yes,Male,Fiber optic,100.7,Yes,Yes,Yes,Yes,Yes,Electronic check,Yes,1,No,Yes,No,46,4541.2
No,Month-to-month,3485,Yes,No internet service,Male,No,20.5,No,No internet service,No internet service,No,Yes,Mailed check,Yes,0,No internet service,No internet service,No internet service,12,255.5
Yes,Month-to-month,3486,No,Yes,Female,Fiber optic,80.45,Yes,No,No,Yes,No,Electronic check,Yes,0,No,No,No,14,1072
No,One year,3487,Yes,No,Female,Fiber optic,90.45,Yes,No,No,Yes,Yes,Electronic check,Yes,0,Yes,No,Yes,28,2509.25
No,Month-to-month,3488,No,No,Male,DSL,60.45,No,Yes,Yes,No,No,Bank transfer (automatic),Yes,0,No,No,Yes,24,1440.75
Yes,Month-to-month,3489,No,Yes,Male,DSL,55.25,No,No,No,Yes,No,Electronic check,Yes,0,No,No,Yes,31,1715.65
No,One year,3490,Yes,Yes,Female,DSL,78.45,Yes,Yes,Yes,Yes,Yes,Electronic check,Yes,0,Yes,No,Yes,68,5333.35
No,Two year,3491,Yes,No,Male,Fiber optic,100.55,Yes,No,No,No,No,Mailed check,Yes,0,Yes,Yes,Yes,39,3895.35
No,Month-to-month,3492,No,No internet service,Female,No,20.35,No,No internet service,No internet service,No,Yes,Credit card (automatic),Yes,0,No internet service,No internet service,No internet service,42,869.9
Yes,Month-to-month,3493,No,No,Male,DSL,54.45,No phone service,No,Yes,Yes,Yes,Electronic check,No,0,Yes,Yes,Yes,13,706.85
No,Month-to-month,3494,No,No,Female,Fiber optic,90.75,Yes,Yes,No,Yes,Yes,Electronic check,Yes,0,Yes,No,No,6,512.25
Yes,Month-to-month,3495,No,No,Male,Fiber optic,75.35,Yes,No,No,No,No,Credit card (automatic),Yes,0,No,No,No,35,2636.05
No,One year,3496,No,No internet service,Female,No,20.25,No,No internet service,No internet service,Yes,Yes,Credit card (automatic),Yes,0,No internet service,No internet service,No internet service,38,814.75
